Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,Survey ID,visited_before,how_many_past_visits,What words or phrases on this list do you most associate with George Washington? Select all that apply.,,,,,,,,,,,,,,,,George Washington’s choices and actions affected many people who lived during his time,People living at the same time as George Washington influenced the choices he made,People in the past had the same values and beliefs as people today,George Washington's choices and actions do not affect the world today,The choices and actions of ordinary people from George Washington’s lifetime influenced the world today,George Washington was able to set his emotions aside to make important decisions,People and societies' beliefs and values change over time,Other (please specify),perceptions GW actions,One very important decision George Washington is remembered for was stepping away from the role of president when he could have been elected again.  How do you think George Washington felt when he stepped down as president? Why do you think he felt what way?,Imagine George Washington decided to stay president instead of stepping away from the role of president.  How do you think our world might be different today?  Anything else?,I do not think regular people can do much to make their community a better place,I think public figures can make the world a better place,I am inspired by the actions of regular people from the past to make the world a better place,I am inspired by in the actions of public figures from the past to make the world a better place,[TREATMENT ONLY] What was the highlight of your visit?  Tell me why that was the highlight.,[TREATMENT ONLY] What did you think about or learn at Mount Vernon that is relevant or inspiring to you?,I thought Mount Vernon presented information about the past from many different people's perspectives,I will tell my friends or family about my visit to Mount Vernon,I thought Mount Vernon was boring,I was surprised at how much I didn't know about George Washington and his life,I thought Mount Vernon was fun,I felt frustrated while visiting Mount Vernon,I'm curious to learn more about how George Washington influenced the world today,I felt amazed by Mount Vernon,I learned a lot more about hired workers and enslaved individuals at Mount Vernon than I expected,Visited GW house inside,Visited GW house outside,Visited slave quarters,Visited outbuildings,Visited farm,Visited Museum Ed Center,Saw live animals,Visited gardens orchards,Visited new tomb,Visited slave memorial,Visited Gristmill or Distillery,Learned about George Washington’s life and family,"Learned about trades like the blacksmith, shoemaker, cooking, textiles, etc.",Learned about the enslaved and hired people who lived and worked at Mount Vernon,Watched a performance of someone in costume,Watched the introductory movie at the Orientation Center,Watched one of the movies in the Museum or Education Center,Ate at the food court,Ate at the food truck,Ate at Mount Vernon Inn restaurant,Visited the shops,Attended a wreath laying or flag raising,Activity cart/discovery station,Hands on History Room,Took a picture of something I thought was interesting,,What is your favorite subject to learn about? Select one:,,Are you part of any clubs or youth organizations?,How old are you?,What state do you live in?,[If VA or MD] what city do you live in? ,Study group,Observed Gender:,Only child in group,Group included child(ren) 0-3,Group included child(ren) 4-7,Group included child(ren) 8-10 (other than interviewee),Group included child(ren) 11-14,Group included child(ren) 15-17,Day ,Date,Time ,Data Collector:,,Any programs happening?,,Other Notes
1.14E+11,421179304,9/30/2022 20:25,9/30/2022 20:33,69.255.24.203,,SM153,"No, I have not visited before today [skip to Q3]",,President,,,,,,Leader,,,,,,,,,,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat disagree,,Mostly positive and a little negative,"Felt happy because he could go back to his family, could spend time with his kids and spend more time as a husband.","More laws, people might be more civilized.",Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,History and current events,,Yes,10,Michigan,,Control (entry),Boy,,,Group included child(ren) 4-7,,,,Weekend day,8/7/2022,Afternoon,SM,,No,,"Group initially refused survey, stating they were not interested and didn't believe it could be of value since they hadn't seen anything yet. They participated in some kind of orientation at the mansion model in front of the theater. Once the orientation was over, they approached the data collector and stated they were ready to participate in the survey. "
1.14E+11,421179304,9/30/2022 20:25,9/30/2022 20:30,69.255.24.203,,SM152,"No, I have not visited before today [skip to Q3]",,President,General,Soldier,,,,,,,,,,,,,,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,,Mostly positive and a little negative,"Nervous or sad because he has to leave, but also happy because he could take a break.",Maybe slavery would still be happening.,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other (please specify),Video games,Yes,10,Virginia,Leesburg,Control (entry),Boy,,,,,Group included child(ren) 11-14,,Weekend day,8/7/2022,Morning,SM,,No,,"Data collector stationed inside, see SM 148 for more info on location and placement."
1.14E+11,421179304,9/30/2022 20:25,9/30/2022 20:27,69.255.24.203,,SM151,"No, I have not visited before today [skip to Q3]",,President,,Soldier,,,,Leader,,,,,,,,,,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat agree,,Mostly positive and a little negative,"A little sad because he maybe still wanted to be president, but he decided it would be best if he stopped being president.",People would talk more about how he decided to remain president instead of how he decided to stop being president.,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sports,,Yes,9,New Jersey,,Control (entry),Girl,,,Group included child(ren) 4-7,Group included child(ren) 8-10 (other than interviewee),Group included child(ren) 11-14,,Weekend day,8/7/2022,Morning,SM,,No,,"Data collector stationed inside, see SM 148 for more info on location and placement."
1.14E+11,421179304,9/30/2022 19:28,9/30/2022 20:24,69.255.24.203,,SM150,"No, I have not visited before today [skip to Q3]",,President,,Soldier,,,,Leader,,,,,,,,,,Strongly agree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,,All positive,Felt fine because he was president for a while.,All the Black people would still be treated like slaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Control (entry),Boy,,,,,,Group included child(ren) 15-17,Weekend day,8/7/2022,Morning,SM,,No,,Survey not finished - adults mentioned they had a tour in 5 minutes! (They mentioned this only when the survey was cut short.)
1.14E+11,421179304,9/30/2022 19:28,9/30/2022 20:19,69.255.24.203,,SM149,"No, I have not visited before today [skip to Q3]",,President,,,,,,,,,,,,,,,,Strongly agree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,,Somewhat positive and somewhat negative,"Proud, because he had to make a choice to stop being president.","Different presidents, different decisions, different beliefs, different environments - either nicer or dirtier.",Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sports,,No,10,California,,Control (entry),Boy,Only child in group,,,,,,Weekend day,8/7/2022,Morning,SM,,No,,"Data collector stationed inside, see SM 148 for more info on location and placement."
1.14E+11,421179304,9/30/2022 19:28,9/30/2022 20:17,69.255.24.203,,SM148,"No, I have not visited before today [skip to Q3]",,President,,Soldier,,Slave Owner,,,,,,,,,,,,Somewhat disagree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,,All positive,Relieved because he doesn't have to make up any more new rules.,We would have more rules.,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Art and culture,,No,10,Virginia,Aldie,Control (entry),Girl,,,Group included child(ren) 4-7,,Group included child(ren) 11-14,,Weekend day,8/7/2022,Morning,SM,,No,,"Data collector was stationed inside orientation center. Imaginary line was at bottom of stairs/ramp leading to model of mansion/stained glass windows/orientation film. Once family agree to survey, child was walked over to bench outside film theater."
1.14E+11,421179304,9/30/2022 19:28,9/30/2022 20:02,69.255.24.203,,SM147,"No, I have not visited before today [skip to Q3]",,President,,,,,Entrepreneur,Leader,,,,,,,,,,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat disagree,Strongly agree,,Mostly positive and a little negative,He felt calm because no one would be taking photos of him anymore and he also doesn't work for the branches of government anymore.,"No electronics, slavery would still be going on, no cars, just horses.",Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Art and culture,,Yes,10,Illinois,,Control (entry),Girl,,,,,,Group included child(ren) 15-17,Weekend day,8/7/2022,Morning,SM,,No,,
1.14E+11,421179304,9/30/2022 19:28,9/30/2022 19:59,69.255.24.203,,LG103,"No, I have not visited before today [skip to Q3]",,President,General,Soldier,,,,Leader,,,,,,,,,,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat agree,Strongly agree,,Somewhat positive and somewhat negative,Maybe a little upset that he couldn't do it because he had a good reason to . Probably something important that he couldn't do at the same time as being president.,"It might not be a two term thing, it might be more because people liked him a lot.",Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sports,,Yes,12,New Jersey,,Control (entry),Boy,,,,,,Group included child(ren) 15-17,Weekday,8/2/2022,Afternoon,LG,,No,,
1.14E+11,421179304,9/30/2022 19:28,9/30/2022 19:57,69.255.24.203,,LG102,"No, I have not visited before today [skip to Q3]",,,General,Soldier,,,,Leader,,,,,,,,,,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,,All positive,"I wasn't alive. [rephrased] I think he thought he did something that he didn't wanna do, because he just wanted to be president for a longer period of time.",I would like that! I think it would be like better.,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Science and nature,,No,10,Arkansas,,Control (entry),Girl,,,,Group included child(ren) 8-10 (other than interviewee),Group included child(ren) 11-14,Group included child(ren) 15-17,Weekday,8/2/2022,Afternoon,LG,,No,,
1.14E+11,421179304,9/30/2022 19:28,9/30/2022 19:30,69.255.24.203,,LG101,"No, I have not visited before today [skip to Q3]",,President,General,,,Slave Owner,,Leader,,Founder,,,,,,,,Strongly agree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,,Mostly positive and a little negative,I think he felt like he was helping the country. If he kept on serving the country until he died they wouldn't know what to do next so he was helping them.,"Like I said, the country wouldn't know what to do because he never had a democracy before so they wouldn't know what to do after he died.",Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Art and culture,,,11,California,,Control (entry),Boy,,,,,,Group included child(ren) 15-17,Weekday,8/2/2022,Morning,LG,,No,,
1.14E+11,421179304,9/30/2022 18:05,9/30/2022 19:27,69.255.24.203,,LG100,"No, I have not visited before today [skip to Q3]",,,,,,,,Leader,,,,,Husband/family man,,,,,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,,All positive,Satisfied. He was already president twice.,There'd be one less President.,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sports,,No,9,Maryland,Huntington,Control (entry),Boy,,,Group included child(ren) 4-7,,,,Weekday,8/2/2022,Morning,LG,,No,,
1.14E+11,421179304,9/30/2022 18:05,9/30/2022 19:25,69.255.24.203,,LG099,"Yes, I have visited before",3 times or more,President,General,Soldier,Farmer,Slave Owner,,Leader,,Founder,,,Husband/family man,,,,,Strongly agree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,,Mostly positive and a little negative,He felt a little good because he didn't want to do it anymore because he was older and a little not good because he enjoyed it.,There would be more farms still today. There would not be as many military people still today.,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geography and maps,,Yes,12,Virginia,Alexandria,Control (entry),Girl,,,Group included child(ren) 4-7,,Group included child(ren) 11-14,,Weekday,8/2/2022,Morning,LG,,No,,
1.14E+11,421179304,9/30/2022 18:05,9/30/2022 19:22,69.255.24.203,,LG098,"No, I have not visited before today [skip to Q3]",,President,,,,,,,,,,,,,,,,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,,Somewhat positive and somewhat negative,"I think he felt good, because he would make better choices than other people.",There might still be slaves.,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Science and nature,,No,8,Maryland,Huntington,Control (entry),Boy,,,Group included child(ren) 4-7,Group included child(ren) 8-10 (other than interviewee),,,Weekday,8/2/2022,Morning,LG,,No,,
1.14E+11,421179304,9/30/2022 18:05,9/30/2022 19:20,69.255.24.203,,LG097,"No, I have not visited before today [skip to Q3]",,President,General,,,,,Leader,,Founder,,,,,,,,Strongly agree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,,Somewhat positive and somewhat negative,Happy because he didn't have to lead the U.S. anymore.,A president could have more terms.,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,"Sitting on a bench, because I got to sit.",The house because it kept being built over time.,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,George Washington’s house (went inside),George Washington’s house (viewed from outside),Visited the slave quarters,"Visited historic outbuildings (e.g., blacksmith shop, spinning house, smokehouse, etc.)",Visited the farm (near the riverfront),Visited the Museum or Education Center (where the exhibits with historic objects and movies are),Saw live animals,Visited the gardens and orchards,Visited Washington’s New Tomb,Visited the Slave Memorial and Cemetery,,,,,,,,,,,,,,,,,Science and nature,,No,12,Texas,,Treatment (exit),Girl,,,,,,Group included child(ren) 15-17,Weekday,7/6/2022,Afternoon,LG,,No,,"Q13 skipped because car pulled up and couldn't answer, but I was able to get demographic info before she left."
1.14E+11,421179304,9/30/2022 18:04,9/30/2022 19:17,69.255.24.203,,LG096,"No, I have not visited before today [skip to Q3]",,President,General,,Farmer,Slave Owner,,Leader,Surveyor,Founder,,Advocate for religious freedom,Husband/family man,,,,,Strongly agree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,,Mostly positive and a little negative,I feel like he wanted to just retire and have more family time and make himself more humble and not well known,I think it might be different because they might have known him more for his presidency than for his warfare.,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,I liked seeing where the new tomb and the hall. I thought that was interesting.,He care about others because he had lots of guest rooms and invited people to his house and cared for them.,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,George Washington’s house (went inside),George Washington’s house (viewed from outside),,"Visited historic outbuildings (e.g., blacksmith shop, spinning house, smokehouse, etc.)",Visited the farm (near the riverfront),Visited the Museum or Education Center (where the exhibits with historic objects and movies are),Saw live animals,,Visited Washington’s New Tomb,,,Learned about George Washington’s life and family,"Learned about trades like the blacksmith, shoemaker, cooking, textiles, etc.",Learned about the enslaved and hired people who lived and worked at Mount Vernon,Watched a performance of someone in costume,,Watched one of the movies in the Museum or Education Center,,,Ate at Mount Vernon Inn restaurant,Visited the shops,,,Hands on History Room,Took a picture of something I thought was interesting,,Science and nature,,Yes,11,Texas,,Treatment (exit),Boy,,,Group included child(ren) 4-7,,,,Weekday,7/6/2022,Afternoon,LG,,No,,
1.14E+11,421179304,9/30/2022 18:04,9/30/2022 19:12,69.255.24.203,,LG089,"No, I have not visited before today [skip to Q3]",,President,,,,Slave Owner,,,,,,,,,,,,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,,Somewhat positive and somewhat negative,Maybe like tired. Because it's a lot of work to be President.,I think it would stay kind of the same.,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Art and culture,,No,11,Illinois,,Control (entry),Girl,,,,,,Group included child(ren) 15-17,Weekday,7/5/2022,Afternoon,LG,,No,,
